model,fpr,tpr
Neural Network,0.1774193548387097,0.36163522012578614
Neural Network,0.18010752688172044,0.36163522012578614
Neural Network,0.18010752688172044,0.3836477987421384
Neural Network,0.1881720430107527,0.3836477987421384
Neural Network,0.1881720430107527,0.4056603773584906
Neural Network,0.19086021505376344,0.4056603773584906
Neural Network,0.19086021505376344,0.41509433962264153
Neural Network,0.1935483870967742,0.41509433962264153
Neural Network,0.1935483870967742,0.4276729559748428
Neural Network,0.19623655913978494,0.4276729559748428
Neural Network,0.19623655913978494,0.4339622641509434
Neural Network,0.1989247311827957,0.4339622641509434
Neural Network,0.1989247311827957,0.44025157232704404
Neural Network,0.20161290322580644,0.44025157232704404
Neural Network,0.20161290322580644,0.44339622641509435
Neural Network,0.20430107526881722,0.44339622641509435
Neural Network,0.20430107526881722,0.449685534591195
Neural Network,0.20698924731182797,0.449685534591195
Neural Network,0.20698924731182797,0.4591194968553459
Neural Network,0.20967741935483872,0.4591194968553459
Neural Network,0.20967741935483872,0.46540880503144655
Neural Network,0.21236559139784947,0.46540880503144655
Neural Network,0.21236559139784947,0.48742138364779874
Neural Network,0.21505376344086022,0.48742138364779874
Neural Network,0.21505376344086022,0.49056603773584906
Neural Network,0.22043010752688172,0.49056603773584906
Neural Network,0.22043010752688172,0.4968553459119497
Neural Network,0.22311827956989247,0.4968553459119497
Neural Network,0.22311827956989247,0.5
Neural Network,0.22580645161290322,0.5
Neural Network,0.22580645161290322,0.5157232704402516
Neural Network,0.22849462365591397,0.5157232704402516
Neural Network,0.22849462365591397,0.5345911949685535
Neural Network,0.23118279569892472,0.5345911949685535
Neural Network,0.23118279569892472,0.5471698113207547
Neural Network,0.239247311827957,0.5471698113207547
Neural Network,0.239247311827957,0.5691823899371069
Neural Network,0.24731182795698925,0.5691823899371069
Neural Network,0.24731182795698925,0.5754716981132075
Neural Network,0.25,0.5754716981132075
Neural Network,0.25,0.5817610062893082
Neural Network,0.25268817204301075,0.5817610062893082
Neural Network,0.25268817204301075,0.6037735849056604
Neural Network,0.2553763440860215,0.6037735849056604
Neural Network,0.2553763440860215,0.610062893081761
Neural Network,0.25806451612903225,0.610062893081761
Neural Network,0.25806451612903225,0.6289308176100629
Neural Network,0.271505376344086,0.6289308176100629
Neural Network,0.271505376344086,0.6352201257861635
Neural Network,0.2768817204301075,0.6352201257861635
Neural Network,0.2768817204301075,0.6383647798742138
Neural Network,0.27956989247311825,0.6383647798742138
Neural Network,0.27956989247311825,0.6477987421383647
Neural Network,0.28225806451612906,0.6477987421383647
Neural Network,0.28225806451612906,0.6572327044025157
Neural Network,0.29301075268817206,0.6572327044025157
Neural Network,0.29301075268817206,0.6729559748427673
Neural Network,0.2956989247311828,0.6729559748427673
Neural Network,0.2956989247311828,0.6761006289308176
Neural Network,0.29838709677419356,0.6761006289308176
Neural Network,0.29838709677419356,0.6823899371069182
Neural Network,0.30376344086021506,0.6823899371069182
Neural Network,0.30376344086021506,0.6886792452830188
Neural Network,0.3064516129032258,0.6886792452830188
Neural Network,0.3064516129032258,0.6918238993710691
Neural Network,0.30913978494623656,0.6918238993710691
Neural Network,0.30913978494623656,0.6949685534591195
Neural Network,0.31989247311827956,0.6949685534591195
Neural Network,0.31989247311827956,0.7012578616352201
Neural Network,0.3225806451612903,0.7012578616352201
Neural Network,0.3225806451612903,0.7044025157232704
Neural Network,0.32526881720430106,0.7044025157232704
Neural Network,0.32526881720430106,0.7138364779874213
Neural Network,0.33064516129032256,0.7138364779874213
Neural Network,0.33064516129032256,0.7169811320754716
Neural Network,0.3387096774193548,0.7169811320754716
Neural Network,0.3387096774193548,0.720125786163522
Neural Network,0.34139784946236557,0.720125786163522
Neural Network,0.34139784946236557,0.7484276729559748
Neural Network,0.34408602150537637,0.7484276729559748
Neural Network,0.34408602150537637,0.7578616352201258
Neural Network,0.3467741935483871,0.7578616352201258
Neural Network,0.3467741935483871,0.7610062893081762
Neural Network,0.34946236559139787,0.7610062893081762
Neural Network,0.34946236559139787,0.7641509433962265
Neural Network,0.3521505376344086,0.7641509433962265
Neural Network,0.3521505376344086,0.7672955974842768
Neural Network,0.3548387096774194,0.7672955974842768
Neural Network,0.3548387096774194,0.7735849056603774
Neural Network,0.3602150537634409,0.7735849056603774
Neural Network,0.3602150537634409,0.7767295597484277
Neural Network,0.3629032258064516,0.7767295597484277
Neural Network,0.3629032258064516,0.7830188679245284
Neural Network,0.3655913978494624,0.7830188679245284
Neural Network,0.3655913978494624,0.7924528301886793
Neural Network,0.3736559139784946,0.7924528301886793
Neural Network,0.3736559139784946,0.7955974842767296
Neural Network,0.3763440860215054,0.7955974842767296
Neural Network,0.3763440860215054,0.7987421383647799
Neural Network,0.3870967741935484,0.7987421383647799
Neural Network,0.3870967741935484,0.8018867924528302
Neural Network,0.3897849462365591,0.8018867924528302
Neural Network,0.3897849462365591,0.8081761006289309
Neural Network,0.3951612903225806,0.8081761006289309
Neural Network,0.3951612903225806,0.8113207547169812
Neural Network,0.40053763440860213,0.8113207547169812
Neural Network,0.40053763440860213,0.8144654088050315
Neural Network,0.4112903225806452,0.8144654088050315
Neural Network,0.4112903225806452,0.8207547169811321
Neural Network,0.41935483870967744,0.8207547169811321
Neural Network,0.41935483870967744,0.8238993710691824
Neural Network,0.4220430107526882,0.8238993710691824
Neural Network,0.4220430107526882,0.8270440251572327
Neural Network,0.4274193548387097,0.8270440251572327
Neural Network,0.4274193548387097,0.8301886792452831
Neural Network,0.4435483870967742,0.8301886792452831
Neural Network,0.4435483870967742,0.8364779874213837
Neural Network,0.4489247311827957,0.8364779874213837
Neural Network,0.4489247311827957,0.8427672955974843
Neural Network,0.45161290322580644,0.8427672955974843
Neural Network,0.45161290322580644,0.8490566037735849
Neural Network,0.4543010752688172,0.8490566037735849
Neural Network,0.4543010752688172,0.8553459119496856
Neural Network,0.4596774193548387,0.8553459119496856
Neural Network,0.4596774193548387,0.8584905660377359
Neural Network,0.4650537634408602,0.8584905660377359
Neural Network,0.4650537634408602,0.8647798742138365
Neural Network,0.46774193548387094,0.8647798742138365
Neural Network,0.46774193548387094,0.8710691823899371
Neural Network,0.4731182795698925,0.8710691823899371
Neural Network,0.4731182795698925,0.8742138364779874
Neural Network,0.47580645161290325,0.8742138364779874
Neural Network,0.47580645161290325,0.8805031446540881
Neural Network,0.48118279569892475,0.8805031446540881
Neural Network,0.48118279569892475,0.8836477987421384
Neural Network,0.49193548387096775,0.8836477987421384
Neural Network,0.49193548387096775,0.8867924528301887
Neural Network,0.49731182795698925,0.8867924528301887
Neural Network,0.49731182795698925,0.889937106918239
Neural Network,0.5,0.889937106918239
Neural Network,0.5,0.8930817610062893
Neural Network,0.5053763440860215,0.8930817610062893
Neural Network,0.5053763440860215,0.8962264150943396
Neural Network,0.5080645161290323,0.8962264150943396
Neural Network,0.5080645161290323,0.89937106918239
Neural Network,0.5134408602150538,0.89937106918239
Neural Network,0.5134408602150538,0.9056603773584906
Neural Network,0.521505376344086,0.9056603773584906
Neural Network,0.521505376344086,0.9119496855345912
Neural Network,0.5241935483870968,0.9119496855345912
Neural Network,0.5241935483870968,0.9213836477987422
Neural Network,0.5295698924731183,0.9213836477987422
Neural Network,0.5295698924731183,0.9245283018867925
Neural Network,0.532258064516129,0.9245283018867925
Neural Network,0.532258064516129,0.9276729559748428
Neural Network,0.5349462365591398,0.9276729559748428
Neural Network,0.5349462365591398,0.9308176100628931
Neural Network,0.5483870967741935,0.9308176100628931
Neural Network,0.5483870967741935,0.9339622641509434
Neural Network,0.5510752688172043,0.9339622641509434
Neural Network,0.5510752688172043,0.9371069182389937
Neural Network,0.553763440860215,0.9371069182389937
Neural Network,0.553763440860215,0.940251572327044
Neural Network,0.5779569892473119,0.940251572327044
Neural Network,0.5779569892473119,0.9433962264150944
Neural Network,0.5967741935483871,0.9433962264150944
Neural Network,0.5967741935483871,0.949685534591195
Neural Network,0.6155913978494624,0.949685534591195
Neural Network,0.6155913978494624,0.9559748427672956
Neural Network,0.6182795698924731,0.9559748427672956
Neural Network,0.6182795698924731,0.9591194968553459
Neural Network,0.6559139784946236,0.9591194968553459
Neural Network,0.6559139784946236,0.9622641509433962
Neural Network,0.7150537634408602,0.9622641509433962
Neural Network,0.7150537634408602,0.9685534591194969
Neural Network,0.739247311827957,0.9685534591194969
Neural Network,0.739247311827957,0.9716981132075472
Neural Network,0.75,0.9716981132075472
Neural Network,0.75,0.9748427672955975
Neural Network,0.7661290322580645,0.9748427672955975
Neural Network,0.7661290322580645,0.9779874213836478
Neural Network,0.8172043010752689,0.9779874213836478
Neural Network,0.8172043010752689,0.9811320754716981
Neural Network,0.8279569892473119,0.9811320754716981
Neural Network,0.8279569892473119,0.9842767295597484
Neural Network,0.8790322580645161,0.9842767295597484
Neural Network,0.8790322580645161,0.9874213836477987
Neural Network,0.8870967741935484,0.9874213836477987
Neural Network,0.8870967741935484,0.9905660377358491
Neural Network,0.946236559139785,0.9905660377358491
Neural Network,0.946236559139785,0.9937106918238994
Neural Network,0.9919354838709677,0.9937106918238994
Neural Network,0.9919354838709677,1.0
Neural Network,1.0,1.0
