client_id,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,last_balance,mean_balance,min_balance,max_balance,currency,age_band,poutcome,invested
1671486566,60.0,unknown,married,primary,M,no,no,no,yes,4309.190996,4248.252005,4077.670889,4333.667997,CZK,60-69,failure,0
1597291976,55.0,management,married,primary,M,no,yes,no,no,616.606056,610.718666,551.114352,708.031824,CZK,50-59,failure,0
348181919,37.0,blue-collar,divorced,secondary,F,no,no,no,yes,668.604904,707.835475,610.267501,837.687005,CZK,30-39,failure,0
1395845831,34.0,blue-collar,married,secondary,F,no,no,no,yes,-249.779305,-261.050763,-390.390142,-167.223634,CZK,30-39,failure,0
585754664,34.0,admin.,married,secondary,F,yes,no,no,yes,-27.543918,-13.204989,-91.46375,146.791929,CZK,30-39,failure,0
497317516,38.0,admin.,divorced,secondary,F,no,no,no,yes,3844.660421,3826.790179,3752.742823,3973.474608,CZK,30-39,failure,0
449753953,47.0,services,married,secondary,M,yes,no,no,yes,261.281242,370.114249,257.706947,440.085648,CZK,40-49,success,1
1422660565,67.0,retired,married,primary,F,yes,no,yes,no,1332.688468,1418.248518,1281.047338,1546.603063,CZK,60-69,success,1
1639605933,34.0,technician,single,secondary,M,no,no,no,yes,359.478324,415.780754,308.729456,523.102161,CZK,30-39,failure,0
297277179,49.0,admin.,married,secondary,F,yes,no,no,yes,3591.183298,3626.045199,3515.710228,3751.92423,CZK,40-49,success,1
1196716410,54.0,management,married,tertiary,F,no,no,no,yes,6526.68431,6530.646829,6421.348934,6620.993414,CZK,50-59,failure,0
1884472799,35.0,blue-collar,single,secondary,M,yes,no,no,yes,5017.330752,4982.098583,4867.852377,5064.62642,CZK,30-39,failure,0
660355999,55.0,retired,divorced,secondary,F,yes,no,no,no,2190.838146,2176.657024,2017.88168,2286.00927,CZK,50-59,failure,0
1340171276,31.0,management,single,secondary,F,yes,no,no,yes,253.166627,211.958593,85.315003,307.792464,CZK,30-39,failure,0
1944581516,35.0,blue-collar,single,secondary,M,yes,no,no,yes,784.15005,849.949463,777.986058,958.304713,CZK,30-39,success,1
759453477,56.0,management,single,tertiary,M,no,yes,no,yes,6486.40924,6491.429456,6396.48106,6594.291422,CZK,50-59,failure,0
1399242079,84.0,retired,married,tertiary,F,yes,no,yes,no,4875.202992,4768.97512,4597.793544,4891.905864,CZK,70+,failure,0
1556392901,27.0,technician,single,secondary,M,yes,no,yes,no,560.013827,646.764009,552.917477,733.878333,CZK,18-29,success,1
1482205567,59.0,retired,married,primary,F,yes,no,no,no,2230.246059,2053.725592,1933.503987,2230.246059,CZK,50-59,success,1
1528301114,28.0,unknown,single,secondary,M,yes,no,no,no,334.378995,340.756353,244.234692,439.563585,CZK,18-29,success,1
353004957,33.0,technician,single,secondary,M,no,no,no,yes,202.17305,139.247775,47.666983,249.548421,CZK,30-39,failure,0
1239907917,49.0,management,married,tertiary,F,yes,yes,no,yes,1055.562789,1075.204577,991.437225,1152.092109,CZK,40-49,success,1
1378422078,37.0,admin.,single,tertiary,F,yes,no,no,yes,934.7548,1001.226389,917.072334,1084.143564,CZK,30-39,success,1
1628310888,32.0,services,married,secondary,F,no,no,no,yes,311.035812,286.921438,204.310914,375.359503,CZK,30-39,failure,0
1986950896,30.0,management,single,tertiary,F,yes,no,no,no,773.74717,689.362721,569.844186,829.990989,CZK,30-39,success,1
1083380111,29.0,technician,single,secondary,F,yes,no,no,no,1179.255386,1169.512806,1050.155901,1242.027439,CZK,18-29,success,1
1911359297,33.0,unemployed,single,tertiary,F,yes,no,no,no,2067.914825,1999.480132,1892.304236,2068.937137,CZK,30-39,failure,0
531351983,34.0,blue-collar,single,secondary,M,no,no,no,no,244.972558,192.053216,130.785559,286.881492,CZK,30-39,success,1
1885701044,60.0,unknown,married,primary,F,yes,no,no,no,48.555899,-12.866201,-91.603063,66.076583,CZK,60-69,success,1
1613896161,38.0,management,single,tertiary,M,yes,no,no,yes,6215.95968,6165.617565,6047.542409,6215.95968,CZK,30-39,failure,0
974104686,39.0,retired,married,unknown,F,yes,no,no,no,904.284656,813.971536,650.780918,971.108148,CZK,30-39,success,1
1442048187,68.0,retired,married,tertiary,F,yes,no,no,no,2777.668394,2827.252215,2603.909002,2997.430188,CZK,60-69,failure,0
1064511634,44.0,admin.,single,secondary,M,yes,no,no,yes,711.634158,728.923362,615.111409,829.368001,CZK,40-49,success,1
736749277,48.0,services,married,secondary,M,no,no,no,yes,2594.458513,2595.667252,2534.256674,2702.389058,CZK,40-49,failure,0
1435861458,30.0,student,single,secondary,F,yes,no,no,no,-15.080081,46.435093,-44.999602,157.367284,CZK,30-39,failure,0
451858170,32.0,admin.,married,secondary,M,no,no,no,no,323.053908,330.385617,236.399221,403.524245,CZK,30-39,failure,0
1206042417,40.0,services,married,secondary,M,no,no,no,yes,685.14123,682.47019,600.88901,801.632842,CZK,40-49,failure,0
1521525373,55.0,admin.,married,secondary,M,yes,no,no,no,1619.583949,1626.176163,1516.284471,1710.72577,CZK,50-59,success,1
395642935,35.0,services,married,secondary,F,no,no,no,yes,195.863659,132.033499,53.259411,204.204549,CZK,30-39,failure,0
420827810,49.0,blue-collar,married,secondary,M,no,no,no,yes,347.280054,303.914625,228.918861,390.26993,CZK,40-49,failure,0
805075405,60.0,technician,married,secondary,F,yes,no,no,no,285.401953,313.954421,156.897521,411.087948,CZK,60-69,failure,0
1439845919,56.0,management,married,unknown,M,yes,no,no,no,4600.02275,4622.835087,4538.76785,4733.744948,CZK,50-59,success,1
581142537,60.0,retired,married,secondary,F,yes,no,no,no,1833.89612,1844.099258,1740.878124,1980.111546,CZK,60-69,success,1
233242275,40.0,unknown,married,secondary,M,yes,no,no,no,2205.522546,2270.010359,2205.362835,2400.482138,CZK,40-49,failure,0
1210112100,42.0,blue-collar,married,primary,F,yes,no,no,yes,1478.56595,1459.862362,1347.243934,1618.589728,CZK,40-49,failure,0
1412358485,39.0,services,married,secondary,M,no,yes,no,yes,169.101201,116.777579,20.422036,183.675574,CZK,30-39,failure,0
217977677,49.0,admin.,married,secondary,M,no,no,no,yes,1114.592311,1089.621263,995.175299,1206.959462,CZK,40-49,failure,0
947293750,32.0,technician,married,secondary,F,no,no,no,yes,322.816639,372.527086,247.081505,524.241216,CZK,30-39,failure,0
1743112283,28.0,self-employed,single,tertiary,F,yes,no,no,no,29.804313,157.805302,29.804313,309.827752,CZK,18-29,success,1
1948106753,26.0,admin.,single,secondary,F,yes,no,no,no,269.636844,240.397383,163.98181,357.344588,CZK,18-29,success,1
371894147,46.0,management,married,tertiary,F,yes,no,no,yes,276.632664,259.745309,119.618767,338.132472,CZK,40-49,success,1
1828019406,49.0,management,married,tertiary,F,yes,no,yes,no,46.044861,29.198337,-49.067067,121.465163,CZK,40-49,success,1
1945638057,77.0,unknown,married,unknown,F,yes,no,no,yes,1817.248527,1786.479481,1694.905611,1872.188665,CZK,70+,success,1
699358262,52.0,unemployed,married,secondary,F,yes,no,no,no,110.349615,91.399189,-0.145038,177.17044,CZK,50-59,success,1
1555028462,39.0,admin.,married,secondary,F,no,no,no,yes,1536.795489,1572.010388,1465.013107,1726.289343,CZK,30-39,success,1
1899855780,38.0,management,married,tertiary,M,yes,no,no,no,409.244691,422.176857,330.561364,502.205288,CZK,30-39,success,1
535811800,49.0,blue-collar,married,secondary,M,yes,no,no,yes,1738.803442,1726.188301,1642.030211,1785.372302,CZK,40-49,success,1
1333555630,33.0,services,single,secondary,M,yes,no,no,no,2863.381319,2875.780712,2797.485035,2965.950243,CZK,30-39,success,1
721405284,31.0,technician,single,secondary,F,no,no,yes,yes,4963.932514,4892.709322,4753.298998,4986.296688,CZK,30-39,failure,0
1744932349,39.0,technician,divorced,secondary,F,yes,no,no,yes,869.646393,898.262278,811.305533,983.089627,CZK,30-39,failure,0
1369158911,57.0,management,divorced,tertiary,M,no,no,no,yes,372.39406,413.381487,325.142184,499.570892,CZK,50-59,failure,0
1231647185,32.0,technician,married,secondary,M,yes,no,no,yes,439.311671,485.787817,401.39065,608.730259,CZK,30-39,success,1
1928483832,54.0,blue-collar,married,primary,F,yes,no,yes,no,1254.18855,1300.803656,1214.575916,1402.687228,CZK,50-59,failure,0
609154836,49.0,admin.,single,tertiary,M,yes,no,no,yes,161.76831,226.683354,152.408686,352.058122,CZK,40-49,success,1
755050367,34.0,blue-collar,single,secondary,F,no,no,no,yes,2763.848381,2758.501039,2632.313965,2863.64912,CZK,30-39,failure,0
892963884,39.0,retired,divorced,tertiary,F,yes,no,no,yes,973.459419,982.612255,837.924342,1115.453099,CZK,30-39,failure,0
679475759,43.0,management,divorced,unknown,M,no,no,no,no,7746.01918,7715.316733,7555.831986,7792.45125,CZK,40-49,success,1
1570676577,49.0,management,married,secondary,M,yes,no,no,yes,4.294511,4.029466,-0.045801,7.050903,EUR,40-49,failure,0
337756913,68.0,retired,married,secondary,F,yes,no,yes,no,1403.510954,1425.946624,1299.74932,1523.475855,CZK,60-69,success,1
306073149,19.0,unknown,single,primary,F,yes,no,no,no,716.578777,626.833473,545.158109,721.944382,CZK,18-29,success,1
1473068758,31.0,blue-collar,married,secondary,F,yes,no,no,no,192.886125,140.05855,20.585679,228.495247,CZK,30-39,failure,0
249724588,34.0,technician,married,secondary,F,yes,no,no,no,826.761321,823.810792,729.134659,887.679377,CZK,30-39,success,1
517213422,54.0,technician,married,secondary,F,yes,no,yes,no,-1.954348,5.024083,-113.749224,154.255872,CZK,50-59,success,1
1038300285,24.0,technician,single,secondary,F,yes,no,no,no,639.189121,597.203775,497.742912,698.470233,CZK,18-29,success,1
1376400820,35.0,blue-collar,married,primary,M,no,no,no,yes,-376.337231,-377.208629,-473.07104,-288.654696,CZK,30-39,failure,0
1487162019,51.0,management,married,tertiary,M,no,no,no,yes,1668.310574,1618.268742,1483.659901,1761.74068,CZK,50-59,failure,0
1462012213,30.0,unemployed,married,tertiary,F,yes,no,no,no,276.999623,324.536638,227.397179,395.221302,CZK,30-39,success,1
206166040,50.0,admin.,married,secondary,M,yes,no,no,yes,3642.22958,3605.774498,3516.324357,3682.878269,CZK,50-59,success,1
1675140096,60.0,retired,divorced,tertiary,M,no,no,no,yes,397.844925,386.884709,264.988445,481.97827,CZK,60-69,failure,0
1338937516,47.0,admin.,married,secondary,F,no,no,no,yes,1264.787355,1393.658377,1264.787355,1492.198179,CZK,40-49,failure,0
352223505,68.0,retired,married,secondary,M,yes,no,no,no,1026.39357,1130.90983,978.032625,1376.916362,CZK,60-69,success,1
1372403864,31.0,student,single,tertiary,F,yes,no,no,no,4948.448024,4946.715547,4836.395756,5013.437909,CZK,30-39,failure,0
667517960,31.0,management,single,tertiary,F,yes,no,no,no,7.538301,6.173877,1.104368,10.724412,EUR,30-39,success,1
498709508,31.0,services,single,secondary,M,yes,no,no,no,-247.494536,-210.707745,-310.972196,-130.078428,CZK,30-39,failure,0
840091966,37.0,management,married,tertiary,M,yes,no,no,yes,398.411198,394.882256,242.17392,482.99677,CZK,30-39,failure,0
1388190552,51.0,technician,married,tertiary,F,yes,no,no,no,19.85307,-12.301304,-124.25846,87.140729,CZK,50-59,success,1
1751430832,49.0,admin.,married,secondary,F,yes,no,no,yes,73.906181,203.650586,73.906181,339.879173,CZK,40-49,failure,0
1521643277,26.0,management,single,tertiary,F,yes,no,no,no,2682.339303,2770.621623,2603.596046,2858.219175,CZK,18-29,success,1
665009734,50.0,services,married,secondary,F,yes,no,yes,no,376.208007,316.804454,225.619775,400.473156,CZK,50-59,success,1
1801726039,45.0,management,married,unknown,M,yes,no,no,no,2691.027395,2721.456755,2576.737408,2817.721011,CZK,40-49,success,1
1737405374,31.0,management,single,tertiary,M,yes,no,no,no,3477.407024,3384.193672,3266.052414,3487.583481,CZK,30-39,success,1
1908955392,29.0,technician,single,tertiary,M,yes,no,no,yes,64.120046,10.865277,-69.997096,111.671356,CZK,18-29,failure,0
269851582,53.0,retired,married,tertiary,F,yes,no,no,no,2257.441781,2247.735689,2046.432449,2345.626402,CZK,50-59,success,1
1973671062,32.0,blue-collar,married,secondary,F,yes,no,no,yes,862.821179,870.002042,762.883624,966.94086,CZK,30-39,success,1
574951143,29.0,blue-collar,married,secondary,M,no,no,no,yes,340.422814,341.60025,212.376411,428.069083,CZK,18-29,failure,0
495696963,52.0,admin.,married,secondary,M,no,no,no,no,661.242471,713.905524,614.258394,793.90286,CZK,50-59,failure,0
638639844,31.0,technician,married,secondary,F,no,no,no,no,96.567025,172.524024,-7.997252,250.996719,CZK,30-39,success,1
849002721,26.0,student,single,unknown,F,no,no,no,no,2456.073166,2507.634206,2329.905205,2596.147056,CZK,18-29,failure,0
384648850,41.0,blue-collar,married,primary,M,no,no,no,yes,3641.184897,3679.857165,3547.372398,3794.105148,CZK,40-49,failure,0
845102778,37.0,services,married,secondary,M,yes,no,no,no,992.869227,983.100788,899.965817,1039.94971,CZK,30-39,success,1
1005496316,37.0,admin.,single,secondary,M,no,no,no,yes,773.056046,810.922184,730.218193,891.939995,CZK,30-39,failure,0
449708114,40.0,admin.,single,secondary,M,no,no,no,no,671.146334,646.119334,578.6836,802.496731,CZK,40-49,success,1
1077879315,42.0,management,married,tertiary,F,no,no,no,yes,1189.691392,1265.82702,1134.395912,1362.665034,CZK,40-49,failure,0
549308855,40.0,blue-collar,married,primary,M,no,no,no,yes,500.432159,576.65911,467.627681,672.501515,CZK,40-49,failure,0
424183599,26.0,blue-collar,single,secondary,M,yes,no,no,no,2051.262581,2000.260228,1876.573073,2119.527701,CZK,18-29,success,1
1170482397,30.0,management,single,tertiary,F,yes,no,no,no,592.918721,530.534741,435.161364,617.280821,CZK,30-39,success,1
1774698487,40.0,management,married,tertiary,M,yes,no,no,yes,3468.707383,3353.794134,3228.960892,3485.212451,CZK,40-49,success,1
981940456,62.0,blue-collar,married,secondary,F,yes,no,no,no,358.774611,272.159957,61.951869,370.079135,CZK,60-69,failure,0
1161383772,32.0,blue-collar,married,primary,F,yes,yes,no,yes,-412.42036,-453.558804,-506.008459,-374.917837,CZK,30-39,failure,0
1929354291,33.0,management,married,tertiary,F,yes,no,no,no,69.046632,69.556228,-60.88001,233.33444,CZK,30-39,failure,0
939298889,31.0,management,single,tertiary,F,no,no,no,no,1731.561441,1682.37371,1564.478714,1855.64081,CZK,30-39,failure,0
1055976146,34.0,management,married,tertiary,M,no,no,no,yes,608.144119,569.922318,461.645329,686.026615,CZK,30-39,failure,0
1536975267,30.0,technician,single,tertiary,M,yes,no,no,no,605.810085,664.495687,582.895492,793.696484,CZK,30-39,success,1
1278576835,49.0,technician,divorced,tertiary,M,no,no,no,yes,1827.661424,1817.771494,1731.347662,1897.884159,CZK,40-49,success,1
1764464543,62.0,retired,married,secondary,M,yes,no,no,no,1543.213128,1499.262536,1388.679,1664.259246,CZK,60-69,success,1
1698345684,37.0,management,married,tertiary,F,yes,no,no,no,296.425804,207.744251,93.281709,311.878085,CZK,30-39,success,1
855368548,30.0,admin.,single,tertiary,F,yes,no,no,no,315.874391,312.199706,232.088086,418.202969,CZK,30-39,success,1
688728342,28.0,admin.,single,secondary,M,yes,yes,no,yes,316.45771,244.612364,133.050231,351.331321,CZK,18-29,success,1
1437968912,38.0,management,single,tertiary,F,yes,no,no,no,3163.688566,3121.747089,3031.176501,3237.645177,CZK,30-39,success,1
1914519801,36.0,entrepreneur,single,tertiary,F,no,no,no,yes,92.854582,128.853055,21.611411,270.235147,CZK,30-39,success,1
1758006523,25.0,student,single,secondary,F,yes,no,no,no,256.360445,156.610442,56.379448,300.672613,CZK,18-29,failure,0
1306163676,20.0,student,married,unknown,F,yes,no,no,no,252.193624,295.757409,192.38645,429.337133,CZK,18-29,failure,0
423682142,31.0,management,married,tertiary,M,no,no,no,yes,-0.207241,-0.185416,-6.384912,6.598785,EUR,30-39,failure,0
1782722104,34.0,blue-collar,married,secondary,M,yes,no,no,yes,1445.797163,1461.914021,1365.10416,1581.169107,CZK,30-39,failure,0
1179920810,80.0,retired,married,secondary,M,yes,no,yes,no,2239.925277,2339.549846,2224.183915,2476.031447,CZK,70+,failure,0
437448692,36.0,technician,married,secondary,M,no,no,no,yes,526.268379,445.636772,348.886105,557.433323,CZK,30-39,failure,0
1514982526,20.0,student,single,secondary,M,yes,no,no,no,239.695039,228.051062,140.281042,311.010047,CZK,18-29,success,1
1732074549,35.0,unemployed,single,tertiary,M,yes,no,no,no,422.313177,417.702984,328.58138,489.836344,CZK,30-39,failure,0
1869488505,53.0,admin.,divorced,secondary,F,yes,yes,no,yes,5.993982,-18.353834,-116.860321,89.204182,CZK,50-59,failure,0
1111394397,64.0,retired,married,tertiary,M,yes,no,yes,no,1582.887402,1663.847199,1559.089859,1760.602749,CZK,60-69,success,1
917666313,43.0,admin.,single,secondary,F,yes,no,no,yes,670.127128,744.023653,670.127128,858.234626,CZK,40-49,success,1
160943111,22.0,student,single,primary,F,yes,no,no,no,3433.016727,3469.1242,3350.251158,3558.664104,CZK,18-29,failure,0
1323826785,26.0,student,single,tertiary,F,yes,no,no,yes,5174.083556,5159.496989,5061.130793,5281.331366,CZK,18-29,failure,0
802301087,34.0,management,married,tertiary,F,yes,no,no,no,163.994732,165.784704,24.396442,280.768598,CZK,30-39,failure,0
107813918,52.0,management,married,tertiary,F,no,no,no,yes,1938.417438,1936.189419,1825.776628,2129.100665,CZK,50-59,failure,0
1216715976,39.0,management,married,tertiary,M,yes,no,no,no,1739.377336,1812.686626,1684.807357,1927.527078,CZK,30-39,success,1
1741789499,71.0,retired,married,primary,F,yes,no,no,no,2596.684893,2599.139801,2501.073682,2772.032747,CZK,70+,success,1
1776608975,45.0,blue-collar,divorced,secondary,F,yes,no,no,yes,-212.782599,-189.77565,-288.021633,-35.628541,CZK,40-49,failure,0
1776693968,42.0,management,married,primary,M,yes,no,no,yes,5322.388582,5318.508948,5196.379177,5425.638513,CZK,40-49,success,1
774938688,73.0,retired,married,secondary,M,yes,no,no,no,2885.0954,2849.349838,2702.422289,2986.316168,CZK,70+,failure,0
920692643,28.0,management,single,tertiary,M,yes,no,no,no,1714.229999,1695.625482,1550.509323,1784.523346,CZK,18-29,success,1
375559237,30.0,management,single,tertiary,M,yes,no,no,no,5261.928495,5348.026369,5241.24982,5466.109614,CZK,30-39,success,1
1559173663,40.0,admin.,single,secondary,M,yes,no,no,yes,25.104408,105.863708,24.189844,173.221856,CZK,40-49,success,1
1062164385,45.0,management,single,tertiary,M,yes,no,no,no,1350.226946,1387.342047,1302.57389,1508.509887,CZK,40-49,failure,0
1439002058,45.0,blue-collar,married,secondary,M,no,no,no,yes,77.595192,90.630148,-35.646993,199.407498,CZK,40-49,failure,0
1253521789,54.0,management,married,tertiary,M,yes,no,no,no,1528.77082,1480.476247,1350.306082,1600.329819,CZK,50-59,success,1
1936200461,36.0,blue-collar,married,secondary,M,no,no,no,yes,109.961816,150.198849,68.788598,243.443755,CZK,30-39,failure,0
1474612133,30.0,management,single,tertiary,M,yes,no,no,yes,5631.816695,5560.209265,5458.023061,5644.624088,CZK,30-39,success,1
839171536,30.0,blue-collar,single,secondary,F,no,no,no,yes,994.197389,996.588983,904.028486,1054.232936,CZK,30-39,failure,0
1922811872,37.0,management,married,tertiary,M,yes,no,no,no,6759.643903,6773.239705,6614.393668,6861.719188,CZK,30-39,success,1
1324151079,34.0,management,single,tertiary,F,no,no,no,yes,133.225097,167.658336,88.945934,233.720445,CZK,30-39,failure,0
1017159696,39.0,services,married,secondary,M,no,no,no,yes,16.648836,16.093534,13.337378,18.569895,USD,30-39,failure,0
1391828593,26.0,technician,single,secondary,F,yes,no,no,yes,1130.592594,1223.014282,1087.088563,1328.048212,CZK,18-29,success,1
273456345,48.0,unknown,married,secondary,F,yes,no,no,yes,444.057634,457.906734,342.274113,579.725032,CZK,40-49,failure,0
788293138,61.0,unknown,married,unknown,M,yes,no,yes,no,330.297428,242.926024,129.344969,330.297428,CZK,60-69,success,1
310424026,50.0,management,divorced,tertiary,F,no,no,no,yes,2677.133652,2554.509408,2442.712843,2677.133652,CZK,50-59,failure,0
1730870039,49.0,entrepreneur,single,secondary,F,no,no,no,no,5740.060729,5797.506124,5697.818407,5887.954375,CZK,40-49,success,1
892982735,35.0,technician,single,secondary,F,no,no,no,no,167.955793,169.621767,43.954683,283.889762,CZK,30-39,failure,0
284061512,29.0,technician,single,secondary,M,yes,no,no,no,663.179869,665.706779,560.123087,774.173278,CZK,18-29,success,1
554958149,34.0,admin.,married,tertiary,M,no,yes,no,no,-4.997662,15.861,-114.415795,147.936162,CZK,30-39,failure,0
1959209719,45.0,admin.,married,secondary,M,yes,no,yes,no,1108.18518,1207.154065,1108.18518,1298.419947,CZK,40-49,failure,0
1340494853,35.0,management,married,tertiary,F,yes,no,no,no,94.968743,58.096668,-39.302949,152.803086,CZK,30-39,success,1
1587497473,57.0,retired,married,secondary,F,no,no,no,yes,-161.38216,-31.436796,-161.38216,87.095488,CZK,50-59,failure,0
1857562314,41.0,blue-collar,married,secondary,F,no,no,yes,yes,314.711936,312.819378,181.487688,405.97162,CZK,40-49,failure,0
410025864,33.0,admin.,single,secondary,M,yes,no,no,yes,512.762316,565.696393,496.125232,638.390112,CZK,30-39,failure,0
1296260893,31.0,technician,single,secondary,F,yes,no,no,no,2544.072515,2537.796322,2392.939823,2646.810549,CZK,30-39,success,1
365221401,82.0,retired,married,primary,M,yes,no,no,no,8528.785195,8601.244225,8464.884164,8738.724774,CZK,70+,success,1
1373094972,27.0,admin.,married,tertiary,F,yes,no,no,no,2853.155079,2861.147789,2785.893409,2949.364984,CZK,18-29,success,1
1426406889,43.0,management,married,tertiary,F,no,yes,no,yes,1345.628581,1339.829081,1218.898181,1495.532714,CZK,40-49,failure,0
1558011864,38.0,self-employed,married,tertiary,M,no,no,no,yes,1955.587555,2071.681006,1896.856836,2238.694836,CZK,30-39,failure,0
1974334695,29.0,technician,single,tertiary,M,no,no,no,yes,912.524699,929.951968,783.771122,1030.520151,CZK,18-29,failure,0
1565585567,46.0,unknown,divorced,primary,M,yes,no,no,yes,427.297717,422.904489,278.495678,552.781134,CZK,40-49,success,1
1331482230,51.0,management,married,tertiary,M,yes,no,no,no,499.551451,476.762079,313.359121,578.295027,CZK,50-59,success,1
447523445,39.0,management,married,secondary,F,yes,no,no,yes,3986.321855,3927.571306,3820.0808,4075.939763,CZK,30-39,failure,0
1148530775,54.0,technician,married,tertiary,F,yes,no,no,no,35.79638,36.335607,31.508531,40.673417,EUR,50-59,success,1
1623105285,45.0,services,divorced,secondary,F,yes,yes,no,yes,721.795747,626.965275,528.776295,733.613135,CZK,40-49,failure,0
760581215,22.0,unknown,single,secondary,M,yes,no,no,no,43.092759,123.515368,40.758641,209.529005,CZK,18-29,success,1
1881714895,36.0,management,single,tertiary,M,no,no,no,yes,68.562872,11.23826,-137.77075,106.833355,CZK,30-39,success,1
713106523,52.0,management,married,tertiary,F,yes,no,no,no,223.058599,207.088309,74.083077,358.954205,CZK,50-59,failure,0
155283097,56.0,technician,married,tertiary,F,yes,no,no,no,1199.62066,1169.489227,1045.467069,1279.930619,CZK,50-59,failure,0
1101059352,38.0,management,married,tertiary,M,no,no,no,yes,4223.238189,4288.608897,4217.548787,4363.385292,CZK,30-39,failure,0
1995263480,31.0,management,single,tertiary,F,no,no,no,yes,5710.325022,5686.25377,5578.366851,5809.297941,CZK,30-39,failure,0
1109232046,62.0,retired,married,primary,M,no,no,no,yes,1486.643504,1507.271932,1302.634774,1612.332476,CZK,60-69,failure,0
1693017075,26.0,management,single,tertiary,M,yes,no,no,yes,815.430686,841.470899,715.756063,932.831097,CZK,18-29,failure,0
453274899,43.0,technician,divorced,unknown,M,yes,no,yes,no,102.704601,100.256984,97.527615,102.704601,USD,40-49,success,1
1412599398,33.0,self-employed,single,tertiary,F,no,no,no,yes,617.804771,682.097682,561.364623,810.000301,CZK,30-39,success,1
1261192415,37.0,management,single,tertiary,M,no,no,no,yes,623.005583,600.191771,442.706268,694.801359,CZK,30-39,failure,0
1551017892,35.0,management,married,tertiary,F,yes,no,no,no,427.590382,466.260785,401.760775,567.991595,CZK,30-39,failure,0
1071405419,32.0,admin.,single,tertiary,F,yes,no,no,no,8806.746703,8861.606913,8761.297487,8940.575074,CZK,30-39,success,1
1367016576,34.0,blue-collar,married,secondary,M,no,no,yes,yes,2014.257661,1979.089544,1886.56801,2082.386757,CZK,30-39,failure,0
176624539,27.0,management,single,secondary,M,no,no,no,no,823.284229,844.899965,693.52191,943.305116,CZK,18-29,success,1
1898779204,24.0,student,single,secondary,F,yes,no,no,no,816.614395,809.389304,720.957058,924.602826,CZK,18-29,failure,0
639384630,28.0,technician,single,tertiary,F,yes,no,no,yes,355.183688,380.864108,310.697737,480.649726,CZK,18-29,failure,0
910902860,38.0,admin.,married,secondary,M,yes,no,no,yes,1683.94391,1766.648116,1683.497341,1857.197521,CZK,30-39,success,1
1913327702,32.0,management,married,tertiary,F,yes,no,no,no,1278.631387,1343.057147,1225.65292,1458.625894,CZK,30-39,failure,0
1657243199,30.0,management,married,tertiary,M,no,no,no,no,243.334918,310.833403,243.334918,401.961922,CZK,30-39,success,1
1651869142,42.0,entrepreneur,married,secondary,F,yes,no,yes,yes,2922.257956,2968.582109,2891.799579,3056.862371,CZK,40-49,failure,0
519231856,60.0,retired,divorced,tertiary,M,no,no,no,no,-195.430549,-144.376795,-267.103364,9.063584,CZK,60-69,failure,0
1079680997,34.0,management,married,secondary,F,yes,no,no,yes,850.240414,866.497985,776.839386,1060.991549,CZK,30-39,failure,0
327966931,59.0,retired,divorced,tertiary,F,yes,no,no,no,3537.896569,3438.692949,3289.560517,3630.423448,CZK,50-59,success,1
216073549,26.0,entrepreneur,single,secondary,F,yes,no,no,yes,36.596084,98.178413,-14.195323,200.505798,CZK,18-29,failure,0
1518418536,38.0,management,married,tertiary,F,yes,no,no,yes,626.542439,536.748743,439.454978,633.161693,CZK,30-39,success,1
704233777,37.0,unemployed,married,tertiary,F,yes,no,yes,no,7618.876853,7621.981162,7561.585837,7715.035621,CZK,30-39,failure,0
550559398,28.0,student,single,secondary,F,no,no,no,no,1923.662109,1921.990849,1818.272548,1991.491063,CZK,18-29,success,1
1502819683,35.0,management,single,tertiary,M,no,no,no,yes,1857.053833,1755.422592,1635.811428,1859.758729,CZK,30-39,success,1
1917985185,35.0,blue-collar,married,secondary,F,yes,yes,no,yes,192.94656,201.811481,92.003775,304.159306,CZK,30-39,failure,0
404131334,73.0,retired,married,primary,M,no,no,no,no,416.892104,527.526825,416.892104,646.051502,CZK,70+,success,1
1182363481,33.0,management,married,tertiary,F,no,no,no,yes,2030.462904,2054.587883,1979.456807,2122.743669,CZK,30-39,failure,0
1326628686,55.0,technician,married,unknown,F,yes,no,no,yes,325.971586,246.996603,138.903703,329.987346,CZK,50-59,success,1
1479778498,70.0,retired,married,secondary,M,yes,no,no,no,-16.856816,6.97125,-99.329762,113.045499,CZK,70+,success,1
127096811,50.0,blue-collar,divorced,primary,F,no,no,no,yes,-73.558618,7.272818,-136.390167,147.938677,CZK,50-59,failure,0
1022699093,43.0,unemployed,divorced,secondary,M,no,no,no,no,1879.9205,1847.314443,1774.827958,1956.357472,CZK,40-49,success,1
839232899,37.0,blue-collar,married,secondary,F,no,no,no,yes,745.734114,710.032032,604.727347,775.389445,CZK,30-39,failure,0
1426785321,43.0,technician,married,secondary,M,no,yes,no,no,-24.464699,2.244194,-63.528197,62.074159,CZK,40-49,failure,0
1142927602,38.0,services,single,primary,F,no,no,yes,yes,3698.906935,3721.64442,3640.66209,3806.103198,CZK,30-39,failure,0
1510960320,30.0,blue-collar,married,primary,M,yes,no,no,no,11.156918,2.726207,-130.676714,105.157049,CZK,30-39,success,1
861558831,81.0,retired,married,primary,F,yes,no,no,no,145.370605,234.794351,145.370605,373.581196,CZK,70+,success,1
